Soil Type,Average Temperature (°C),Average Rainfall (mm),Sunlight Hours (hours),Historical Crop Yields,Predicted Crop Type,Predicted Crop Yield,Confidence Score for Prediction
Loamy soil,30.38245231,2478.786306,6.40634816,3.690136024,Pulses,Medium,0.9451790797
Loamy soil,34.92635414,2600.810868,7.000798603,3.999554126,Commercial,High,0.6579866378
Sandy soil,33.15192053,1045.79876,7.733798626,2.934272742,Cereal,Medium,0.8027620373
Clayey soil,33.3520518,2905.980363,8.826530151,1.225873757,Cereal,High,0.9566256163
Loamy soil,29.03231787,2832.937067,7.609169668,3.705256672,Cereal,High,0.5069953009
Clayey soil,16.12306147,916.0547842,11.87378648,3.191958668,Cereal,Low,0.7135071718
Sandy soil,24.68457278,2287.732022,7.017453515,3.867504097,Cereal,Low,0.5670025829
Loamy soil,23.12949019,2174.38667,10.562842,1.053469428,Commercial,Low,0.8244840625
Black soil,34.01788345,2882.594589,11.3708224,4.485854183,Fruit/Vegetable,Low,0.5539332486
Sandy soil,28.40287694,1917.712177,4.767578058,3.231943294,Fruit/Vegetable,High,0.8921061979
Black soil,34.00379881,2386.006051,4.336440995,2.354850253,Cereal,High,0.8209380547
Clayey soil,16.17378661,2958.406457,9.818194444,4.279598659,Fruit/Vegetable,Medium,0.5859889618
Loamy soil,32.75385614,1468.954827,5.387878382,1.129837917,Commercial,Medium,0.8450551915
Black soil,25.41087106,2776.370166,6.579952442,2.216045138,Cereal,High,0.6821868391
Black soil,27.83434973,1966.438946,8.023152877,3.880036493,Cereal,Low,0.6696382758
Sandy soil,27.15849958,2005.156487,11.91526692,3.092488167,Commercial,Low,0.5570603378
Loamy soil,37.44382001,1132.92845,7.653311253,2.243827877,Commercial,Medium,0.5022541505
Red soil,17.6214955,2854.531397,9.485754742,3.368859537,Fruit/Vegetable,Medium,0.8105283394
Loamy soil,20.20446064,2937.3882,8.547985011,4.216585698,Commercial,High,0.7422196269
Clayey soil,20.31244249,1049.443618,10.99389209,1.440837776,Commercial,High,0.5067365244
Sandy soil,21.95374941,666.5826699,9.896642409,1.986510287,Cereal,Medium,0.7680412819
Clayey soil,20.42090067,580.6189977,11.09147311,4.577575756,Cereal,Low,0.8372010507
Black soil,39.10720551,740.7578741,5.292563355,1.81156735,Cereal,Medium,0.7117022349
Sandy soil,19.75455222,979.6036112,7.758596821,3.868946769,Pulses,High,0.984612813
Loamy soil,15.77406502,2516.634005,7.900402782,3.557384973,Cereal,Medium,0.5470136441
Loamy soil,25.31288618,1818.979592,9.062037987,3.26066861,Commercial,Medium,0.6477667665
Red soil,34.71562804,2740.853257,6.045292436,1.496488395,Pulses,High,0.8876344412
Clayey soil,37.47799509,916.3551144,5.171568044,1.643377723,Fruit/Vegetable,High,0.9087500882
Sandy soil,15.92950421,668.9805288,6.671275902,2.736974213,Fruit/Vegetable,Medium,0.7702211533
Red soil,33.83419548,2641.229498,9.466949673,3.894457875,Pulses,Low,0.7772262408
Loamy soil,38.55857409,2409.391842,5.812503585,4.043960082,Commercial,High,0.535518588
Sandy soil,36.64498053,2392.054939,11.48781245,1.508515851,Cereal,Medium,0.8221848877
Loamy soil,37.83823779,1223.132397,9.328321454,4.462338085,Pulses,Low,0.6918819828
Red soil,24.47870589,735.1621877,4.168577723,1.002319862,Fruit/Vegetable,High,0.9630460319
Clayey soil,31.91244565,2563.070223,6.035909749,4.482401614,Commercial,High,0.9981548357
Red soil,21.60243938,1365.047377,6.455975099,2.442966747,Pulses,Low,0.9201967466
Loamy soil,36.56313796,2074.409472,6.264541288,1.894216441,Pulses,High,0.9345611571
Black soil,17.82377754,1776.527863,6.957406215,2.965536948,Cereal,Medium,0.8178300574
Loamy soil,21.15116501,563.7675298,4.761465085,3.79591325,Pulses,Low,0.7792540714
Sandy soil,23.57293433,616.7498164,4.834312137,3.451890274,Commercial,High,0.5540213761
Red soil,18.2888779,2527.353111,11.26157296,2.381552606,Commercial,High,0.9165755264
Red soil,26.59126761,1017.790385,10.90674696,1.500683771,Cereal,High,0.974067276
Clayey soil,36.61144459,1709.907402,10.04775657,3.181601296,Fruit/Vegetable,Medium,0.7228638469
Red soil,34.08299961,1076.741794,9.81733246,3.803868984,Fruit/Vegetable,High,0.6483166313
Sandy soil,16.94593924,1215.513255,5.197084414,2.859478982,Fruit/Vegetable,Medium,0.5898417688
Loamy soil,32.37095113,687.2810873,4.735254333,1.513679639,Pulses,High,0.7725470017
Sandy soil,29.03862005,2615.116935,11.18889031,1.215386072,Pulses,Low,0.6112817273
Black soil,37.43329361,2529.525547,10.11891332,2.886517656,Fruit/Vegetable,Low,0.5833171748
Loamy soil,28.57739247,1904.520254,4.816987088,3.667499216,Commercial,Low,0.5067543142
Clayey soil,31.32488614,1341.829577,8.551732276,2.678101486,Fruit/Vegetable,Low,0.5409932731
Black soil,34.25260184,1937.704128,4.128545304,4.589039335,Cereal,Medium,0.7965697846
Red soil,21.40520509,740.336645,9.779952369,3.563073663,Fruit/Vegetable,High,0.5678294679
Clayey soil,39.57672057,2082.084212,7.687050597,1.512791788,Pulses,Medium,0.9088717276
Black soil,32.80376938,1881.175814,6.172091998,3.072062606,Cereal,Medium,0.8251056677
Sandy soil,32.377298,1083.03779,9.475166396,4.934020416,Commercial,Low,0.727189347
Red soil,21.75209361,522.3583946,6.074130177,3.544621788,Fruit/Vegetable,High,0.8515325342
Loamy soil,28.03980766,1647.900877,8.488845505,3.396194454,Pulses,Low,0.7001989675
Loamy soil,36.36475484,2022.264865,7.080590004,1.992659104,Pulses,High,0.6510000468
Clayey soil,36.36348435,2481.906272,11.21597697,1.795193588,Cereal,Medium,0.7478428258
Red soil,29.27685007,2720.389315,5.923144026,1.394104211,Commercial,High,0.5176143137
Red soil,39.85119336,1706.4392,6.957510642,4.391868967,Cereal,Medium,0.544526877
Black soil,38.94976869,1163.616799,5.467800536,2.022151119,Cereal,Low,0.8402260218
Clayey soil,35.79388796,2592.061589,4.826774144,2.535814793,Cereal,Low,0.9327875762
Loamy soil,39.60078359,2543.188753,11.27791228,1.837507711,Commercial,Medium,0.8286216978
Loamy soil,33.78054043,2722.511262,10.12256489,4.115155216,Commercial,Low,0.7020158253
Clayey soil,31.34617978,2578.939317,4.574167996,3.178015205,Cereal,Low,0.6947755157
Red soil,28.11329567,2980.662375,4.10844506,1.265713011,Cereal,High,0.5851769734
Clayey soil,18.52830358,1932.443785,6.230240493,2.558283034,Fruit/Vegetable,High,0.5747333293
Sandy soil,33.21899658,2230.766666,4.886589664,4.839434913,Pulses,Medium,0.7311080063
Sandy soil,17.21078957,1100.542019,9.264877862,4.666908087,Cereal,Medium,0.7308723116
Black soil,36.21897977,2775.885843,8.124928395,4.594617597,Fruit/Vegetable,Medium,0.9198963336
Red soil,37.97053657,597.4581963,4.178811043,2.637409438,Pulses,Low,0.9953212586
Red soil,29.07907315,2394.422465,7.453284756,1.100302341,Commercial,Medium,0.6698924829
Loamy soil,23.06326188,2420.956935,5.239900135,4.852736257,Fruit/Vegetable,Low,0.6889607839
Sandy soil,31.03885897,1931.537454,6.705860537,3.754360648,Commercial,Low,0.8698330564
Red soil,35.14815076,2884.484485,7.059507665,3.316221404,Commercial,Medium,0.8166790817
Loamy soil,16.91644158,1379.892426,10.17975954,4.675425695,Pulses,Low,0.9081975257
Loamy soil,20.67836492,820.4953746,6.548808321,1.482939013,Cereal,Low,0.5330936533
Loamy soil,32.29422506,900.7560155,6.160129705,4.883386475,Commercial,Low,0.7935619847
Sandy soil,15.27074167,644.0234823,5.333807999,3.350293091,Fruit/Vegetable,High,0.7480415731
Sandy soil,34.90939421,745.8028685,10.07415357,4.01236962,Fruit/Vegetable,High,0.8372308502
Clayey soil,25.14574383,2212.221369,9.630310642,2.725875336,Pulses,Low,0.9797114709
Black soil,17.5297373,2694.194638,4.515388277,3.597136836,Pulses,High,0.8063213258
Loamy soil,30.5866135,2487.888565,6.640070351,4.202308517,Cereal,Low,0.6706299387
Loamy soil,17.9410362,1088.177718,6.989006766,1.771675082,Commercial,Low,0.997720142
Sandy soil,23.19262363,1385.538532,6.161019999,2.215704893,Cereal,Medium,0.989484734
Sandy soil,29.64873448,1574.932477,5.728387974,2.67716718,Fruit/Vegetable,Medium,0.8629991559
Sandy soil,26.0832562,1471.633147,9.300381822,3.768889932,Fruit/Vegetable,Medium,0.9308403596
Sandy soil,16.2400549,1318.880683,6.480259809,1.487356606,Commercial,Low,0.5257780011
Black soil,23.05420449,892.9691433,8.248241875,2.059561945,Fruit/Vegetable,High,0.6324345585
Sandy soil,33.77278633,2007.448923,9.138159195,1.236114278,Pulses,Medium,0.7208504491
Clayey soil,36.34463155,1256.383532,8.359205427,1.815582962,Pulses,High,0.6984164477
Black soil,31.76536335,2295.683771,5.46157449,1.204779318,Fruit/Vegetable,Medium,0.799209894
Red soil,26.7592025,2769.090433,11.53806315,3.979167242,Pulses,Low,0.8493472939
Red soil,36.03218176,2009.216575,5.934310994,3.97003375,Commercial,Low,0.7537600096
Red soil,24.03706329,2588.935146,9.943133456,4.687785313,Fruit/Vegetable,High,0.9832014012
Sandy soil,39.67056549,592.9535465,11.69873684,1.451592,Commercial,High,0.7701871621
Clayey soil,30.63526902,1848.28643,9.636366284,1.20004751,Commercial,Low,0.5780087365
Black soil,16.08733957,1669.376107,6.958646733,4.317500282,Cereal,Low,0.9663112605
Red soil,24.31194102,1915.216435,6.755308902,4.456020261,Cereal,Medium,0.7602157926
Clayey soil,38.91834866,2693.234817,8.874709466,1.962800397,Commercial,High,0.8759080689
Black soil,36.73079974,2363.900299,6.322840731,1.189547276,Commercial,Medium,0.6962478444
Sandy soil,34.15227834,1624.8258,10.3971361,2.335041202,Commercial,Medium,0.99130926
Black soil,26.2490772,618.6782798,8.136659727,4.866419196,Cereal,Low,0.6229392588
Black soil,32.69290389,1048.83539,5.255408834,2.457935644,Pulses,High,0.7765263505
Clayey soil,34.14742746,1585.291895,7.223823423,1.317772934,Fruit/Vegetable,High,0.6666073478
Clayey soil,22.01826118,1827.347358,11.64817836,1.514173601,Commercial,High,0.7959229148
Loamy soil,29.84642572,2099.076902,4.501253562,4.048503092,Cereal,High,0.5386032489
Loamy soil,34.75912951,2189.356782,5.766468914,1.136327078,Cereal,High,0.5470363185
Loamy soil,33.72382297,2392.963994,5.953936979,4.242214224,Cereal,Medium,0.7433267404
Red soil,37.39427109,1513.778711,8.22653386,4.542962253,Cereal,Medium,0.5428061044
Sandy soil,15.47287888,875.1167594,10.47907122,3.277544179,Fruit/Vegetable,Medium,0.5505195749
Clayey soil,37.09870785,594.8447416,10.04015291,2.120520391,Commercial,Medium,0.7645959655
Loamy soil,28.99671317,2045.122777,7.168510475,1.80103704,Cereal,High,0.8748267881
Loamy soil,25.70733415,1548.321079,8.563280068,2.158765859,Fruit/Vegetable,High,0.7090327947
Red soil,22.12621862,2010.968341,9.946400224,2.18119153,Pulses,High,0.6775237014
Sandy soil,15.58085412,1838.247163,10.3357913,1.500589229,Cereal,High,0.7900798126
Loamy soil,30.67073572,811.9198562,8.690612298,1.119754294,Cereal,High,0.5032261353
Red soil,30.16178911,2026.146437,9.169844642,1.853269748,Fruit/Vegetable,Medium,0.7109288149
Red soil,37.50039241,2250.741008,9.835608328,1.619191645,Fruit/Vegetable,Low,0.8819878661
Loamy soil,17.00002722,2755.673799,5.754302531,4.666415058,Commercial,Low,0.9102610925
Clayey soil,24.32046884,630.5259458,5.842092563,3.24592539,Pulses,Low,0.9092043627
Black soil,18.96162734,1330.418992,5.578604085,2.753429218,Pulses,Low,0.887167802
Loamy soil,32.48315388,1734.370779,8.689921168,1.165786352,Cereal,High,0.6940119679
Loamy soil,19.58906612,2606.094308,10.74119665,4.201008215,Commercial,High,0.8924647287
Clayey soil,20.41743925,1992.177289,4.017679013,1.595974518,Commercial,Medium,0.6643465243
Sandy soil,24.55264655,1547.450421,11.70911346,4.724014277,Cereal,High,0.6284859758
Red soil,30.0207407,1613.704912,9.687979054,2.531609651,Fruit/Vegetable,Medium,0.6750847677
Black soil,28.36847781,2465.292253,9.436958094,4.14068625,Commercial,Medium,0.9618391156
Loamy soil,19.30529727,1579.743471,9.844106574,1.516175191,Pulses,High,0.8975543749
Loamy soil,17.80997644,805.6096995,9.851339921,1.121115202,Fruit/Vegetable,High,0.5526963967
Sandy soil,19.64580829,899.9390971,8.827591933,2.378172653,Commercial,Low,0.9034460595
Red soil,31.87801599,1124.000901,6.042143691,2.38201531,Commercial,Low,0.5470053823
Red soil,32.55348926,2851.251875,5.089417287,3.460690169,Cereal,Low,0.5909384275
Clayey soil,29.88288992,1302.50729,5.216732526,2.59804194,Cereal,High,0.9269292735
Red soil,21.9527611,2310.68278,9.287905193,2.808231391,Pulses,Low,0.5557198637
Loamy soil,19.51988563,887.5481603,10.0504372,1.212371709,Commercial,Medium,0.8961782587
Loamy soil,21.32094135,1160.576816,4.519493924,3.754318823,Fruit/Vegetable,High,0.7684967573
Black soil,32.00703559,509.239456,5.199109458,3.546700006,Pulses,High,0.6546975771
Clayey soil,15.33994126,2016.555958,7.963471014,4.020519295,Commercial,Low,0.9494085135
Red soil,23.06137789,1392.636245,7.757525605,4.827897199,Fruit/Vegetable,High,0.6410058369
Sandy soil,38.17651628,2382.360747,9.016811084,4.146375977,Commercial,Low,0.8343715961
Sandy soil,29.84383249,2932.459658,10.22824982,3.025898336,Commercial,High,0.5292495148
Loamy soil,30.64396533,2912.907624,5.923555457,3.871722589,Cereal,High,0.6093268834
Sandy soil,20.3579184,651.8983646,10.90271678,3.730100226,Pulses,Medium,0.8520891489
Red soil,27.88218955,2134.759235,11.07909014,3.507285069,Fruit/Vegetable,Medium,0.7430581356
Red soil,39.9322883,1011.601934,10.33365103,1.314305147,Commercial,Medium,0.8725542303
Black soil,39.83000199,1030.884288,11.09475516,1.217005158,Pulses,High,0.6113043805
Red soil,23.28414185,2613.805029,5.095629394,2.376266946,Commercial,Medium,0.6239403385
Red soil,36.24728425,2877.015708,7.542571089,4.230908972,Cereal,High,0.833622332
Sandy soil,39.1213588,1325.695348,8.671225364,3.085401575,Fruit/Vegetable,Medium,0.6094721621
Red soil,20.60371308,1112.435603,8.716596876,4.286823239,Fruit/Vegetable,High,0.7276989729
Red soil,34.82330543,862.7531268,9.44258896,3.335791042,Fruit/Vegetable,Medium,0.8530377996
Sandy soil,20.82146682,2017.56399,5.291672273,3.276169956,Fruit/Vegetable,High,0.924236957
Black soil,31.47626188,1691.134038,6.460967384,4.109178068,Commercial,Medium,0.7284547563
Loamy soil,39.79703023,2984.441668,4.379885326,2.317068532,Pulses,Medium,0.8491337414
Sandy soil,19.3166528,1398.787229,8.279232165,1.853492189,Commercial,High,0.9955964383
Red soil,18.33010108,2249.505602,9.13714353,4.444255238,Cereal,Medium,0.6686843918
Sandy soil,15.28448474,2670.261753,9.572734613,1.390260774,Pulses,Low,0.7224085592
Black soil,31.09021583,968.3382971,8.09407991,4.324751996,Cereal,Low,0.5245590718
Clayey soil,36.98598401,1660.972459,8.350843434,1.188878145,Pulses,Low,0.6784060711
Clayey soil,15.55725661,898.9790439,10.72472343,4.592139732,Cereal,Low,0.7169332773
Clayey soil,38.50909422,2685.794585,4.155616866,2.296355201,Commercial,High,0.8508989244
Red soil,38.32871218,1679.632593,6.132634667,1.207841616,Fruit/Vegetable,High,0.5048787716
Loamy soil,16.91706456,2818.91562,4.132087407,2.018130719,Commercial,High,0.801262726
Sandy soil,27.60293029,2289.376687,9.175957148,4.916688793,Fruit/Vegetable,Medium,0.747744867
Loamy soil,35.92133439,938.5996935,5.155102422,4.108927826,Fruit/Vegetable,High,0.7567197127
Clayey soil,28.34875656,2761.368687,10.27994962,3.508681861,Cereal,Medium,0.9508668697
Sandy soil,34.64770026,1434.516735,10.16154347,3.65399191,Cereal,Medium,0.8388491218
Clayey soil,37.4363955,1713.11014,6.832972676,2.694558042,Cereal,High,0.9246403314
Loamy soil,26.61059353,1449.345521,6.053525452,1.665683366,Cereal,Low,0.5738360107
Black soil,34.33309796,2957.959968,6.298221598,2.745204166,Commercial,High,0.5034022304
Loamy soil,19.97698384,509.0819427,11.12767211,1.39873311,Fruit/Vegetable,Low,0.6242725343
Sandy soil,23.55204776,2904.525131,7.57908133,2.731798105,Commercial,Low,0.955426365
Black soil,31.31218976,1180.203388,9.831459475,4.301917754,Pulses,Medium,0.5369173504
Clayey soil,17.66627085,1634.609815,9.960524524,4.105731906,Fruit/Vegetable,Low,0.7399864876
Red soil,35.22471733,2678.408878,10.92086348,3.989698288,Commercial,Low,0.8356762037
Clayey soil,39.92140678,1412.295379,6.796954199,2.837352394,Cereal,Medium,0.5755428083
Loamy soil,33.00816559,1128.978765,8.085295182,4.088196031,Cereal,High,0.6300956422
Sandy soil,22.19432277,828.7253838,11.95913267,4.935744452,Cereal,Medium,0.5528424175
Black soil,31.83767062,1450.539381,8.369847939,4.368234001,Commercial,High,0.9443487753
Loamy soil,19.31700935,849.4395911,10.83753561,4.633150899,Commercial,High,0.565777308
Loamy soil,21.0978439,2684.43328,10.28399882,1.139316376,Fruit/Vegetable,Low,0.8404132875
Red soil,36.95386587,1553.857562,4.232386206,2.103170624,Pulses,High,0.9475634933
Clayey soil,15.13894112,1343.847991,10.42758218,3.333969036,Fruit/Vegetable,High,0.7466697541
Sandy soil,28.68063695,889.2580133,8.197827117,1.139418928,Fruit/Vegetable,Medium,0.6868290408
Red soil,21.6479343,1373.172344,9.320718429,3.863593186,Commercial,Low,0.7120616953
Black soil,17.77197752,584.9893461,10.12696409,2.426358574,Pulses,Low,0.7016326509
Clayey soil,35.18206521,1135.098599,7.096550348,4.926269835,Fruit/Vegetable,Low,0.8247186757
Red soil,32.21166961,2189.495626,7.46384057,1.870522627,Cereal,Medium,0.5263763945
Clayey soil,32.34000531,1560.441378,4.589708403,1.542634401,Pulses,High,0.8635471322
Clayey soil,19.43125917,1074.40887,6.827001161,2.542929706,Commercial,High,0.54934235
Red soil,27.72274608,2389.200931,9.966773594,2.905575841,Cereal,Medium,0.7387074716
Loamy soil,36.07498004,2227.481315,6.531492024,4.070216315,Commercial,Low,0.6002375505
Red soil,22.70904488,2174.523673,5.577173216,4.541884232,Pulses,High,0.9012626431
Loamy soil,29.92651391,548.8689455,11.36347743,3.267921713,Commercial,High,0.547647887
Sandy soil,21.22236052,2403.386814,5.434429996,1.15119398,Fruit/Vegetable,Medium,0.6686910235
Loamy soil,21.18278499,2988.424112,5.397482048,4.241011405,Pulses,Medium,0.6336039486
Red soil,32.65633257,1010.802173,5.671264765,3.272430295,Commercial,High,0.5470800615
Red soil,33.24261808,1639.383591,7.036343185,4.959008197,Fruit/Vegetable,Low,0.7449392992
Black soil,38.6905807,2845.327894,6.739849649,3.872703808,Commercial,Low,0.6818432844
Sandy soil,22.52057649,2656.8912,7.994978908,1.928145335,Fruit/Vegetable,High,0.6199209769
Clayey soil,33.93055373,1820.209173,4.99052112,2.812273743,Fruit/Vegetable,Medium,0.7343968529
Sandy soil,34.83185962,2995.827465,8.373709854,1.680740581,Pulses,Medium,0.5958168506
Loamy soil,16.33609487,1487.714982,11.00679071,4.819953129,Fruit/Vegetable,Medium,0.7078744592
Clayey soil,24.95797817,2180.282346,4.921058986,4.426197683,Cereal,High,0.6227366629
Sandy soil,29.62462802,847.6644434,11.52246551,2.476349414,Commercial,High,0.8097075609
Sandy soil,28.49937135,2523.335096,10.22900158,1.974085513,Fruit/Vegetable,Low,0.9267237168
Black soil,39.11072544,1535.962543,8.82036612,4.390792466,Commercial,Low,0.6165015635
Sandy soil,39.38394502,1121.67864,9.287607481,3.861308251,Commercial,High,0.9951671053
Loamy soil,19.31208759,647.7016838,8.452102505,3.456025347,Pulses,Medium,0.8561346553
Loamy soil,21.7124147,700.4859473,11.7346063,3.950661342,Commercial,Low,0.9897342877
Sandy soil,27.54377863,875.8751029,11.7869087,3.251799814,Cereal,High,0.5530916523
Sandy soil,26.95904659,635.7240411,8.810815435,2.594870138,Pulses,Medium,0.9324232675
Red soil,39.57771826,1218.990551,6.835278585,1.815804982,Cereal,Medium,0.9972743412
